,序號,答案
4854,20240713100012,4.13
4855,20240713101012,5.9
4856,20240713102012,3.8
4857,20240713103012,6.51
4858,20240713104012,12.15
4859,20240713105012,12.45
4860,20240713110012,12.3
4861,20240713111012,11.26
4862,20240713112012,10.82
4863,20240713113012,10.0
4864,20240713114012,1202.14
4865,20240713115012,1239.22
4866,20240713120012,1697.3
4867,20240713121012,1718.14
4868,20240713122012,1719.29
4869,20240713123012,1752.46
4870,20240713124012,1741.8
4871,20240713125012,1738.79
4872,20240713130012,1739.29
4873,20240713131012,1737.46
4874,20240713132012,1745.85
4875,20240713133012,1724.83
4876,20240713134012,1533.75
4877,20240713135012,1723.58
4878,20240713140012,832.22
4879,20240713141012,315.75
4880,20240713142012,224.86
4881,20240713143012,149.5
4882,20240713144012,214.4
4883,20240713145012,261.85
4884,20240713150012,12.82
4885,20240713151012,11.59
4886,20240713152012,10.11
4887,20240713153012,10.47
4888,20240713154012,1.97
4889,20240713155012,12.79
4890,20240713160012,40.71
4891,20240713161012,15.93
4892,20240713162012,3.08
4893,20240713163012,2.08
4894,20240713164012,1.78
4895,20240713165012,0.8
4896,20240214090013,268.74
4897,20240214091013,268.91
4898,20240214092013,379.43
4899,20240214093013,375.05
4900,20240214094013,816.83
4901,20240214095013,725.47
4902,20240214100013,925.27
4903,20240214101013,864.89
4904,20240214102013,978.35
4905,20240214103013,995.79
4906,20240214104013,1002.11
4907,20240214105013,1109.67
4908,20240214110013,649.68
4909,20240214111013,2174.26
4910,20240214112013,2182.45
4911,20240214113013,2188.75
4912,20240214114013,2180.02
4913,20240214115013,2166.21
4914,20240214120013,1734.28
4915,20240214121013,1840.65
4916,20240214122013,1930.23
4917,20240214123013,1826.62
4918,20240214124013,1925.68
4919,20240214125013,2060.54
4920,20240214130013,1972.27
4921,20240214131013,1349.91
4922,20240214132013,1466.1
4923,20240214133013,1665.73
4924,20240214134013,1763.45
4925,20240214135013,1931.04
4926,20240214140013,741.53
4927,20240214141013,353.84
4928,20240214142013,291.65
4929,20240214143013,350.04
4930,20240214144013,258.92
4931,20240214145013,79.09
4932,20240214150013,495.94
4933,20240214151013,525.29
4934,20240214152013,559.65
4935,20240214153013,909.15
4936,20240214154013,499.61
4937,20240214155013,342.88
4938,20240214160013,220.16
4939,20240214161013,217.69
4940,20240214162013,121.29
4941,20240214163013,57.73
4942,20240214164013,19.47
4943,20240214165013,13.18
4944,20240221090013,421.24
4945,20240221091013,563.91
4946,20240221092013,713.68
4947,20240221093013,844.46
4948,20240221094013,936.16
4949,20240221095013,1201.72
4950,20240221100013,728.82
4951,20240221101013,1087.94
4952,20240221102013,1062.55
4953,20240221103013,1181.85
4954,20240221104013,1297.17
4955,20240221105013,1764.98
4956,20240221110013,1810.97
4957,20240221111013,2117.26
4958,20240221112013,2109.11
4959,20240221113013,2019.79
4960,20240221114013,2020.18
4961,20240221115013,2020.81
4962,20240221120013,1601.18
4963,20240221121013,1736.54
4964,20240221122013,1570.61
4965,20240221123013,1570.22
4966,20240221124013,1319.06
4967,20240221125013,1415.28
4968,20240221130013,1385.95
4969,20240221131013,1351.46
4970,20240221132013,1238.36
4971,20240221133013,1285.22
4972,20240221134013,1035.63
4973,20240221135013,1271.0
4974,20240221140013,988.42
4975,20240221141013,1698.91
4976,20240221142013,1169.71
4977,20240221143013,588.5
4978,20240221144013,140.81
4979,20240221145013,294.86
4980,20240221150013,84.2
4981,20240221151013,71.15
4982,20240221152013,46.94
4983,20240221153013,26.09
4984,20240221154013,11.8
4985,20240221155013,10.9
4986,20240221160013,8.83
4987,20240221161013,5.07
4988,20240221162013,2.86
4989,20240221163013,2.46
4990,20240221164013,1.64
4991,20240221165013,1.6
4992,20240314090013,12.57
4993,20240314091013,9.81
4994,20240314092013,9.8
4995,20240314093013,11.07
4996,20240314094013,9.06
4997,20240314095013,18.99
4998,20240314100013,19.02
4999,20240314101013,13.73
5000,20240314102013,12.09
5001,20240314103013,27.27
5002,20240314104013,32.06
5003,20240314105013,66.94
5004,20240314110013,177.3
5005,20240314111013,158.0
5006,20240314112013,57.1
5007,20240314113013,57.29
5008,20240314114013,62.16
5009,20240314115013,57.34
5010,20240314120013,42.71
5011,20240314121013,33.1
5012,20240314122013,19.67
5013,20240314123013,12.67
5014,20240314124013,16.37
5015,20240314125013,29.11
5016,20240314130013,38.98
5017,20240314131013,36.67
5018,20240314132013,49.13
5019,20240314133013,72.56
5020,20240314134013,84.94
5021,20240314135013,120.23
5022,20240314140013,209.13
5023,20240314141013,258.93
5024,20240314142013,87.82
5025,20240314143013,87.07
5026,20240314144013,968.29
5027,20240314145013,1397.29
5028,20240314150013,481.32
5029,20240314151013,600.01
5030,20240314152013,501.63
5031,20240314153013,721.01
5032,20240314154013,457.64
5033,20240314155013,116.49
5034,20240314160013,27.62
5035,20240314161013,16.24
5036,20240314162013,8.88
5037,20240314163013,12.09
5038,20240314164013,11.81
5039,20240314165013,13.43
5040,20240316090013,254.67
5041,20240316091013,313.44
5042,20240316092013,415.64
5043,20240316093013,540.23
5044,20240316094013,478.52
5045,20240316095013,410.53
5046,20240316100013,536.27
5047,20240316101013,585.02
5048,20240316102013,568.63
5049,20240316103013,676.04
5050,20240316104013,596.6
5051,20240316105013,823.88
5052,20240316110013,948.13
5053,20240316111013,1012.07
5054,20240316112013,1281.05
5055,20240316113013,1424.19
5056,20240316114013,1288.76
5057,20240316115013,2003.09
5058,20240316120013,1402.87
5059,20240316121013,1354.64
5060,20240316122013,1578.1
5061,20240316123013,1859.37
5062,20240316124013,1718.71
5063,20240316125013,1232.68
5064,20240316130013,415.37
5065,20240316131013,780.28
5066,20240316132013,702.92
5067,20240316133013,768.32
5068,20240316134013,429.57
5069,20240316135013,124.27
5070,20240316140013,278.24
5071,20240316141013,130.08
5072,20240316142013,130.22
5073,20240316143013,82.97
5074,20240316144013,71.49
5075,20240316145013,116.42
5076,20240316150013,118.19
5077,20240316151013,72.14
5078,20240316152013,58.49
5079,20240316153013,42.77
5080,20240316154013,48.19
5081,20240316155013,32.61
5082,20240316160013,45.25
5083,20240316161013,43.71
5084,20240316162013,26.85
5085,20240316163013,13.54
5086,20240316164013,8.22
5087,20240316165013,4.59
5088,20240328090013,499.39
5089,20240328091013,565.37
5090,20240328092013,669.19
5091,20240328093013,695.74
5092,20240328094013,802.26
5093,20240328095013,756.54
5094,20240328100013,813.41
5095,20240328101013,771.12
5096,20240328102013,677.55
5097,20240328103013,709.91
5098,20240328104013,715.8
5099,20240328105013,677.0
5100,20240328110013,910.38
5101,20240328111013,1009.49
5102,20240328112013,919.18
5103,20240328113013,559.85
5104,20240328114013,1319.2
5105,20240328115013,1360.31
5106,20240328120013,1185.16
5107,20240328121013,1002.0
5108,20240328122013,876.29
5109,20240328123013,882.54
5110,20240328124013,751.88
5111,20240328125013,981.31
5112,20240328130013,1920.8
5113,20240328131013,639.31
5114,20240328132013,323.02
5115,20240328133013,241.3
5116,20240328134013,542.3
5117,20240328135013,101.31
5118,20240328140013,39.76
5119,20240328141013,119.33
5120,20240328142013,103.61
5121,20240328143013,54.58
5122,20240328144013,38.06
5123,20240328145013,29.15
5124,20240328150013,148.69
5125,20240328151013,327.13
5126,20240328152013,257.3
5127,20240328153013,68.26
5128,20240328154013,103.79
5129,20240328155013,103.79
5130,20240328160013,157.99
5131,20240328161013,76.75
5132,20240328162013,52.27
5133,20240328163013,23.2
5134,20240328164013,14.45
5135,20240328165013,6.81
5136,20240412090013,380.33
5137,20240412091013,483.1
5138,20240412092013,520.82
5139,20240412093013,635.03
5140,20240412094013,548.76
5141,20240412095013,663.72
5142,20240412100013,925.24
5143,20240412101013,927.55
5144,20240412102013,1141.86
5145,20240412103013,1431.45
5146,20240412104013,1343.14
5147,20240412105013,1264.02
5148,20240412110013,1010.25
5149,20240412111013,934.26
5150,20240412112013,1591.03
5151,20240412113013,1480.3
5152,20240412114013,1315.1
5153,20240412115013,1280.23
5154,20240412120013,1230.18
5155,20240412121013,1515.21
5156,20240412122013,1515.26
5157,20240412123013,1435.6
5158,20240412124013,1075.09
5159,20240412125013,724.04
5160,20240412130013,287.06
5161,20240412131013,310.22
5162,20240412132013,693.78
5163,20240412133013,802.9
5164,20240412134013,992.01
5165,20240412135013,991.41
5166,20240412140013,496.47
5167,20240412141013,319.12
5168,20240412142013,205.36
5169,20240412143013,231.04
5170,20240412144013,133.25
5171,20240412145013,99.82
5172,20240412150013,46.87
5173,20240412151013,39.64
5174,20240412152013,32.73
5175,20240412153013,23.68
5176,20240412154013,26.92
5177,20240412155013,40.18
5178,20240412160013,38.51
5179,20240412161013,38.43
5180,20240412162013,20.18
5181,20240412163013,13.7
5182,20240412164013,12.56
5183,20240412165013,10.25
5184,20240619090013,183.04
5185,20240619091013,276.68
5186,20240619092013,300.21
5187,20240619093013,420.79
5188,20240619094013,401.53
5189,20240619095013,443.43
5190,20240619100013,250.54
5191,20240619101013,275.25
5192,20240619102013,335.78
5193,20240619103013,594.66
5194,20240619104013,503.91
5195,20240619105013,678.77
5196,20240619110013,789.88
5197,20240619111013,597.61
5198,20240619112013,578.87
5199,20240619113013,632.42
5200,20240619114013,788.41
5201,20240619115013,879.61
5202,20240619120013,951.6
5203,20240619121013,1107.25
5204,20240619122013,998.52
5205,20240619123013,831.85
5206,20240619124013,536.47
5207,20240619125013,1006.95
5208,20240619130013,1145.46
5209,20240619131013,222.77
5210,20240619132013,649.39
5211,20240619133013,305.69
5212,20240619134013,331.93
5213,20240619135013,686.06
5214,20240619140013,174.35
5215,20240619141013,18.43
5216,20240619142013,18.68
5217,20240619143013,46.65
5218,20240619144013,8.78
5219,20240619145013,11.94
5220,20240619150013,6.87
5221,20240619151013,2.63
5222,20240619152013,2.27
5223,20240619153013,1.3
5224,20240619154013,0.75
5225,20240619155013,0.38
5226,20240619160013,0.12
5227,20240619161013,0.09
5228,20240619162013,0.18
5229,20240619163013,0.25
5230,20240619164013,0.39
5231,20240619165013,0.45
5232,20240225090014,9.71
5233,20240225091014,9.7
5234,20240225092014,10.42
5235,20240225093014,11.92
5236,20240225094014,8.95
5237,20240225095014,12.11
5238,20240225100014,22.99
5239,20240225101014,23.0
5240,20240225102014,24.09
5241,20240225103014,27.12
5242,20240225104014,26.2
5243,20240225105014,31.88
5244,20240225110014,34.86
5245,20240225111014,48.91
5246,20240225112014,55.05
5247,20240225113014,49.88
5248,20240225114014,88.37
5249,20240225115014,99.14
5250,20240225120014,205.18
5251,20240225121014,188.65
5252,20240225122014,187.0
5253,20240225123014,126.96
5254,20240225124014,169.08
5255,20240225125014,186.19
5256,20240225130014,82.48
5257,20240225131014,50.0
5258,20240225132014,60.61
5259,20240225133014,57.72
5260,20240225134014,45.52
5261,20240225135014,30.77
5262,20240225140014,18.62
5263,20240225141014,15.11
5264,20240225142014,14.4
5265,20240225143014,14.24
5266,20240225144014,14.71
5267,20240225145014,11.04
5268,20240225150014,10.38
5269,20240225151014,11.88
5270,20240225152014,10.38
5271,20240225153014,10.21
5272,20240225154014,12.04
5273,20240225155014,10.2
5274,20240225160014,9.96
5275,20240225161014,9.01
5276,20240225162014,5.66
5277,20240225163014,3.5
5278,20240225164014,3.25
5279,20240225165014,1.3
5280,20240227090014,45.34
5281,20240227091014,39.81
5282,20240227092014,28.49
5283,20240227093014,53.08
5284,20240227094014,61.72
5285,20240227095014,84.08
5286,20240227100014,58.36
5287,20240227101014,43.13
5288,20240227102014,37.91
5289,20240227103014,30.03
5290,20240227104014,32.68
5291,20240227105014,36.63
5292,20240227110014,29.1
5293,20240227111014,28.62
5294,20240227112014,26.35
5295,20240227113014,26.34
5296,20240227114014,27.52
5297,20240227115014,23.48
5298,20240227120014,27.78
5299,20240227121014,29.36
5300,20240227122014,31.08
5301,20240227123014,36.34
5302,20240227124014,37.82
5303,20240227125014,35.99
5304,20240227130014,27.98
5305,20240227131014,29.22
5306,20240227132014,19.08
5307,20240227133014,18.05
5308,20240227134014,18.06
5309,20240227135014,20.64
5310,20240227140014,27.94
5311,20240227141014,17.51
5312,20240227142014,11.72
5313,20240227143014,17.52
5314,20240227144014,11.16
5315,20240227145014,11.25
5316,20240227150014,12.0
5317,20240227151014,12.02
5318,20240227152014,8.12
5319,20240227153014,5.67
5320,20240227154014,5.52
5321,20240227155014,2.92
5322,20240227160014,1.23
5323,20240227161014,0.82
5324,20240227162014,0.66
5325,20240227163014,0.4
5326,20240227164014,0.4
5327,20240227165014,0.4
5328,20240327090014,126.06
5329,20240327091014,153.91
5330,20240327092014,131.5
5331,20240327093014,166.87
5332,20240327094014,296.42
5333,20240327095014,351.75
5334,20240327100014,411.11
5335,20240327101014,720.52
5336,20240327102014,831.57
5337,20240327103014,663.71
5338,20240327104014,946.98
5339,20240327105014,1089.97
5340,20240327110014,856.67
5341,20240327111014,598.68
5342,20240327112014,599.78
5343,20240327113014,491.91
5344,20240327114014,321.71
5345,20240327115014,314.08
5346,20240327120014,362.94
5347,20240327121014,231.41
5348,20240327122014,177.72
5349,20240327123014,113.99
5350,20240327124014,111.59
5351,20240327125014,96.6
5352,20240327130014,106.39
5353,20240327131014,57.36
5354,20240327132014,32.79
5355,20240327133014,26.91
5356,20240327134014,22.38
5357,20240327135014,14.81
5358,20240327140014,9.04
5359,20240327141014,10.99
5360,20240327142014,17.01
5361,20240327143014,26.6
5362,20240327144014,24.51
5363,20240327145014,22.83
5364,20240327150014,13.45
5365,20240327151014,9.63
5366,20240327152014,11.18
5367,20240327153014,10.29
5368,20240327154014,10.29
5369,20240327155014,10.29
5370,20240327160014,11.63
5371,20240327161014,10.49
5372,20240327162014,10.83
5373,20240327163014,6.29
5374,20240327164014,5.58
5375,20240327165014,2.99
5376,20240417090014,895.22
5377,20240417091014,1239.54
5378,20240417092014,1389.85
5379,20240417093014,1559.13
5380,20240417094014,1494.54
5381,20240417095014,1617.89
5382,20240417100014,835.76
5383,20240417101014,873.67
5384,20240417102014,957.42
5385,20240417103014,774.75
5386,20240417104014,1201.71
5387,20240417105014,1639.25
5388,20240417110014,1260.74
5389,20240417111014,1475.57
5390,20240417112014,1840.32
5391,20240417113014,1663.55
5392,20240417114014,1714.73
5393,20240417115014,1827.38
5394,20240417120014,1857.98
5395,20240417121014,1882.36
5396,20240417122014,1819.12
5397,20240417123014,1820.97
5398,20240417124014,1427.34
5399,20240417125014,1089.85
5400,20240417130014,1555.48
5401,20240417131014,1303.67
5402,20240417132014,1209.27
5403,20240417133014,1124.22
5404,20240417134014,891.2
5405,20240417135014,985.1
5406,20240417140014,1162.88
5407,20240417141014,476.65
5408,20240417142014,350.21
5409,20240417143014,300.25
5410,20240417144014,314.81
5411,20240417145014,300.14
5412,20240417150014,60.97
5413,20240417151014,31.61
5414,20240417152014,23.22
5415,20240417153014,18.27
5416,20240417154014,23.81
5417,20240417155014,21.38
5418,20240417160014,52.52
5419,20240417161014,31.07
5420,20240417162014,20.33
5421,20240417163014,20.36
5422,20240417164014,23.88
5423,20240417165014,25.11
5424,20240517090014,656.69
5425,20240517091014,970.76
5426,20240517092014,1044.4
5427,20240517093014,1302.46
5428,20240517094014,1122.25
5429,20240517095014,969.04
5430,20240517100014,1592.22
5431,20240517101014,257.08
5432,20240517102014,175.85
5433,20240517103014,125.53
5434,20240517104014,202.04
5435,20240517105014,108.58
5436,20240517110014,251.61
5437,20240517111014,253.12
5438,20240517112014,353.27
5439,20240517113014,902.91
5440,20240517114014,678.37
5441,20240517115014,622.67
5442,20240517120014,290.57
5443,20240517121014,71.22
5444,20240517122014,25.53
5445,20240517123014,13.43
5446,20240517124014,12.67
5447,20240517125014,8.31
5448,20240517130014,2.57
5449,20240517131014,8.59
5450,20240517132014,16.9
5451,20240517133014,38.51
5452,20240517134014,31.4
5453,20240517135014,27.47
5454,20240517140014,50.34
5455,20240517141014,134.96
5456,20240517142014,157.18
5457,20240517143014,43.97
5458,20240517144014,13.2
5459,20240517145014,10.35
5460,20240517150014,9.6
5461,20240517151014,7.7
5462,20240517152014,7.91
5463,20240517153014,27.57
5464,20240517154014,45.94
5465,20240517155014,89.8
5466,20240517160014,99.66
5467,20240517161014,48.16
5468,20240517162014,33.45
5469,20240517163014,5.34
5470,20240517164014,2.41
5471,20240517165014,1.14
5472,20240704090014,492.53
5473,20240704091014,579.69
5474,20240704092014,731.17
5475,20240704093014,812.04
5476,20240704094014,957.66
5477,20240704095014,1001.13
5478,20240704100014,864.41
5479,20240704101014,947.15
5480,20240704102014,1092.21
5481,20240704103014,1040.31
5482,20240704104014,1180.38
5483,20240704105014,1237.93
5484,20240704110014,1221.54
5485,20240704111014,1277.0
5486,20240704112014,1364.86
5487,20240704113014,1440.35
5488,20240704114014,1438.57
5489,20240704115014,1305.37
5490,20240704120014,1335.04
5491,20240704121014,1300.51
5492,20240704122014,1391.4
5493,20240704123014,1333.68
5494,20240704124014,1333.73
5495,20240704125014,1341.17
5496,20240704130014,1140.0
5497,20240704131014,1071.78
5498,20240704132014,974.8
5499,20240704133014,965.11
5500,20240704134014,955.54
5501,20240704135014,966.45
5502,20240704140014,912.42
5503,20240704141014,684.83
5504,20240704142014,643.53
5505,20240704143014,552.83
5506,20240704144014,615.18
5507,20240704145014,508.27
5508,20240704150014,383.04
5509,20240704151014,538.03
5510,20240704152014,461.39
5511,20240704153014,351.07
5512,20240704154014,245.88
5513,20240704155014,245.87
5514,20240704160014,30.45
5515,20240704161014,21.76
5516,20240704162014,13.6
5517,20240704163014,22.22
5518,20240704164014,12.84
5519,20240704165014,9.71
5520,20240715090014,405.43
5521,20240715091014,470.93
5522,20240715092014,590.04
5523,20240715093014,703.75
5524,20240715094014,612.71
5525,20240715095014,571.23
5526,20240715100014,900.56
5527,20240715101014,1071.73
5528,20240715102014,1174.09
5529,20240715103014,1323.77
5530,20240715104014,936.32
5531,20240715105014,632.1
5532,20240715110014,764.78
5533,20240715111014,1104.0
5534,20240715112014,1238.6
5535,20240715113014,1107.28
5536,20240715114014,913.03
5537,20240715115014,944.08
5538,20240715120014,1330.11
5539,20240715121014,1331.57
5540,20240715122014,1280.07
5541,20240715123014,1277.92
5542,20240715124014,1032.19
5543,20240715125014,803.31
5544,20240715130014,1202.93
5545,20240715131014,1154.94
5546,20240715132014,723.01
5547,20240715133014,474.64
5548,20240715134014,689.39
5549,20240715135014,1035.73
5550,20240715140014,987.23
5551,20240715141014,703.67
5552,20240715142014,673.24
5553,20240715143014,619.29
5554,20240715144014,503.25
5555,20240715145014,283.68
5556,20240715150014,99.22
5557,20240715151014,214.12
5558,20240715152014,93.43
5559,20240715153014,87.6
5560,20240715154014,47.2
5561,20240715155014,20.32
5562,20240715160014,16.25
5563,20240715161014,16.54
5564,20240715162014,11.92
5565,20240715163014,11.92
5566,20240715164014,8.33
5567,20240715165014,8.12
5568,20240215090015,48.02
5569,20240215091015,38.3
5570,20240215092015,45.72
5571,20240215093015,117.18
5572,20240215094015,683.75
5573,20240215095015,1022.33
5574,20240215100015,694.98
5575,20240215101015,814.47
5576,20240215102015,1064.51
5577,20240215103015,1416.02
5578,20240215104015,1469.33
5579,20240215105015,1363.28
5580,20240215110015,415.18
5581,20240215111015,516.68
5582,20240215112015,516.21
5583,20240215113015,557.18
5584,20240215114015,444.88
5585,20240215115015,263.34
5586,20240215120015,84.75
5587,20240215121015,209.6
5588,20240215122015,235.24
5589,20240215123015,130.93
5590,20240215124015,44.59
5591,20240215125015,34.21
5592,20240215130015,61.07
5593,20240215131015,169.71
5594,20240215132015,175.76
5595,20240215133015,190.43
5596,20240215134015,85.32
5597,20240215135015,61.63
5598,20240215140015,37.33
5599,20240215141015,47.17
5600,20240215142015,23.97
5601,20240215143015,17.6
5602,20240215144015,7.33
5603,20240215145015,6.98
5604,20240215150015,21.45
5605,20240215151015,12.05
5606,20240215152015,12.36
5607,20240215153015,11.8
5608,20240215154015,18.62
5609,20240215155015,22.12
5610,20240215160015,13.51
5611,20240215161015,8.96
5612,20240215162015,3.04
5613,20240215163015,1.7
5614,20240215164015,1.29
5615,20240215165015,1.9
5616,20240218090015,84.59
5617,20240218091015,73.81
5618,20240218092015,51.83
5619,20240218093015,82.16
5620,20240218094015,109.68
5621,20240218095015,293.36
5622,20240218100015,623.24
5623,20240218101015,412.79
5624,20240218102015,412.56
5625,20240218103015,463.98
5626,20240218104015,649.23
5627,20240218105015,791.91
5628,20240218110015,703.92
5629,20240218111015,364.03
5630,20240218112015,430.61
5631,20240218113015,510.88
5632,20240218114015,374.21
5633,20240218115015,327.29
5634,20240218120015,400.01
5635,20240218121015,63.69
5636,20240218122015,81.8
5637,20240218123015,57.37
5638,20240218124015,35.95
5639,20240218125015,30.75
5640,20240218130015,23.58
5641,20240218131015,29.02
5642,20240218132015,22.11
5643,20240218133015,24.54
5644,20240218134015,11.21
5645,20240218135015,12.26
5646,20240218140015,12.98
5647,20240218141015,8.57
5648,20240218142015,14.53
5649,20240218143015,10.4
5650,20240218144015,11.48
5651,20240218145015,11.48
5652,20240218150015,9.12
5653,20240218151015,8.83
5654,20240218152015,9.33
5655,20240218153015,9.15
5656,20240218154015,6.81
5657,20240218155015,4.69
5658,20240218160015,3.75
5659,20240218161015,2.63
5660,20240218162015,2.63
5661,20240218163015,3.43
5662,20240218164015,1.66
5663,20240218165015,1.08
5664,20240314090015,7.67
5665,20240314091015,5.19
5666,20240314092015,6.75
5667,20240314093015,11.36
5668,20240314094015,7.57
5669,20240314095015,14.38
5670,20240314100015,15.67
5671,20240314101015,11.01
5672,20240314102015,6.25
5673,20240314103015,7.79
5674,20240314104015,7.9
5675,20240314105015,13.35
5676,20240314110015,20.03
5677,20240314111015,18.65
5678,20240314112015,16.9
5679,20240314113015,23.69
5680,20240314114015,27.09
5681,20240314115015,22.29
5682,20240314120015,16.06
5683,20240314121015,16.29
5684,20240314122015,15.28
5685,20240314123015,12.44
5686,20240314124015,11.77
5687,20240314125015,16.36
5688,20240314130015,22.5
5689,20240314131015,20.95
5690,20240314132015,31.47
5691,20240314133015,38.56
5692,20240314134015,48.59
5693,20240314135015,58.01
5694,20240314140015,60.88
5695,20240314141015,54.6
5696,20240314142015,66.82
5697,20240314143015,60.43
5698,20240314144015,66.55
5699,20240314145015,96.99
5700,20240314150015,44.89
5701,20240314151015,28.06
5702,20240314152015,15.1
5703,20240314153015,12.09
5704,20240314154015,12.69
5705,20240314155015,20.93
5706,20240314160015,9.87
5707,20240314161015,4.51
5708,20240314162015,3.25
5709,20240314163015,3.32
5710,20240314164015,3.32
5711,20240314165015,2.59
5712,20240317090015,754.55
5713,20240317091015,729.6
5714,20240317092015,624.38
5715,20240317093015,750.39
5716,20240317094015,862.19
5717,20240317095015,1152.17
5718,20240317100015,1364.05
5719,20240317101015,1413.07
5720,20240317102015,1092.94
5721,20240317103015,311.47
5722,20240317104015,186.75
5723,20240317105015,120.03
5724,20240317110015,330.04
5725,20240317111015,429.06
5726,20240317112015,444.63
5727,20240317113015,845.48
5728,20240317114015,1115.65
5729,20240317115015,1157.98
5730,20240317120015,1182.6
5731,20240317121015,269.11
5732,20240317122015,409.99
5733,20240317123015,126.23
5734,20240317124015,140.39
5735,20240317125015,149.04
5736,20240317130015,220.76
5737,20240317131015,278.38
5738,20240317132015,211.14
5739,20240317133015,82.81
5740,20240317134015,63.93
5741,20240317135015,46.89
5742,20240317140015,24.53
5743,20240317141015,19.78
5744,20240317142015,20.48
5745,20240317143015,20.6
5746,20240317144015,27.38
5747,20240317145015,26.59
5748,20240317150015,18.14
5749,20240317151015,12.91
5750,20240317152015,9.37
5751,20240317153015,9.06
5752,20240317154015,10.18
5753,20240317155015,16.36
5754,20240317160015,15.84
5755,20240317161015,15.19
5756,20240317162015,13.71
5757,20240317163015,9.4
5758,20240317164015,6.17
5759,20240317165015,4.47
5760,20240412090015,1140.66
5761,20240412091015,1101.67
5762,20240412092015,1181.36
5763,20240412093015,1253.77
5764,20240412094015,1184.92
5765,20240412095015,1527.78
5766,20240412100015,1570.92
5767,20240412101015,1393.17
5768,20240412102015,1312.29
5769,20240412103015,1393.37
5770,20240412104015,1510.49
5771,20240412105015,1573.65
5772,20240412110015,1615.36
5773,20240412111015,1295.68
5774,20240412112015,1627.2
5775,20240412113015,1230.37
5776,20240412114015,1133.14
5777,20240412115015,980.39
5778,20240412120015,1151.01
5779,20240412121015,978.25
5780,20240412122015,1002.28
5781,20240412123015,958.51
5782,20240412124015,833.48
5783,20240412125015,621.52
5784,20240412130015,303.39
5785,20240412131015,236.74
5786,20240412132015,153.08
5787,20240412133015,190.01
5788,20240412134015,177.67
5789,20240412135015,101.98
5790,20240412140015,82.43
5791,20240412141015,87.74
5792,20240412142015,71.67
5793,20240412143015,55.04
5794,20240412144015,46.75
5795,20240412145015,29.96
5796,20240412150015,50.62
5797,20240412151015,40.15
5798,20240412152015,25.36
5799,20240412153015,24.27
5800,20240412154015,17.67
5801,20240412155015,17.68
5802,20240412160015,17.34
5803,20240412161015,17.27
5804,20240412162015,16.31
5805,20240412163015,12.86
5806,20240412164015,8.27
5807,20240412165015,6.43
5808,20240518090015,793.84
5809,20240518091015,877.68
5810,20240518092015,648.31
5811,20240518093015,905.1
5812,20240518094015,1029.53
5813,20240518095015,1014.22
5814,20240518100015,1564.27
5815,20240518101015,1173.65
5816,20240518102015,1537.89
5817,20240518103015,1543.68
5818,20240518104015,1621.41
5819,20240518105015,1545.66
5820,20240518110015,1739.06
5821,20240518111015,1228.26
5822,20240518112015,1027.95
5823,20240518113015,1732.14
5824,20240518114015,1731.23
5825,20240518115015,1860.19
5826,20240518120015,1842.13
5827,20240518121015,1384.56
5828,20240518122015,991.15
5829,20240518123015,821.33
5830,20240518124015,722.43
5831,20240518125015,598.04
5832,20240518130015,398.2
5833,20240518131015,477.93
5834,20240518132015,399.25
5835,20240518133015,160.5
5836,20240518134015,109.53
5837,20240518135015,58.2
5838,20240518140015,33.19
5839,20240518141015,27.11
5840,20240518142015,28.27
5841,20240518143015,52.32
5842,20240518144015,82.71
5843,20240518145015,63.56
5844,20240518150015,65.84
5845,20240518151015,71.03
5846,20240518152015,68.14
5847,20240518153015,54.1
5848,20240518154015,32.47
5849,20240518155015,30.38
5850,20240518160015,30.71
5851,20240518161015,40.7
5852,20240518162015,38.95
5853,20240518163015,20.2
5854,20240518164015,16.76
5855,20240518165015,10.32
5856,20240530090015,1460.27
5857,20240530091015,901.84
5858,20240530092015,659.73
5859,20240530093015,402.06
5860,20240530094015,282.87
5861,20240530095015,269.33
5862,20240530100015,111.37
5863,20240530101015,175.84
5864,20240530102015,257.92
5865,20240530103015,471.84
5866,20240530104015,444.72
5867,20240530105015,713.25
5868,20240530110015,662.72
5869,20240530111015,438.14
5870,20240530112015,283.15
5871,20240530113015,284.57
5872,20240530114015,243.92
5873,20240530115015,419.31
5874,20240530120015,948.66
5875,20240530121015,440.32
5876,20240530122015,383.6
5877,20240530123015,668.41
5878,20240530124015,547.97
5879,20240530125015,534.64
5880,20240530130015,212.7
5881,20240530131015,198.06
5882,20240530132015,248.71
5883,20240530133015,200.54
5884,20240530134015,201.38
5885,20240530135015,74.21
5886,20240530140015,84.51
5887,20240530141015,68.66
5888,20240530142015,53.36
5889,20240530143015,43.76
5890,20240530144015,40.89
5891,20240530145015,26.39
5892,20240530150015,29.08
5893,20240530151015,29.91
5894,20240530152015,11.12
5895,20240530153015,4.84
5896,20240530154015,2.97
5897,20240530155015,2.16
5898,20240530160015,5.77
5899,20240530161015,9.57
5900,20240530162015,10.97
5901,20240530163015,7.59
5902,20240530164015,7.59
5903,20240530165015,4.49
5904,20240605090015,396.99
5905,20240605091015,329.92
5906,20240605092015,399.5
5907,20240605093015,419.05
5908,20240605094015,457.01
5909,20240605095015,832.34
5910,20240605100015,1770.8
5911,20240605101015,1730.31
5912,20240605102015,1195.46
5913,20240605103015,936.21
